,SeniorCitizen,Partner,Dependents,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,tenure_b,Churn
3005,1,0,0,1,0,0,0,0,0,0,0,0,1,1,20.3,487.20000000000005,0,0
3006,1,0,0,2,2,1,1,1,1,1,1,0,1,0,74.95,1049.3,0,1
3007,1,0,0,1,2,1,2,1,1,1,1,0,1,0,74.4,2380.8,0,1
3008,0,0,0,1,0,0,0,0,0,0,0,1,0,1,20.0,220.0,1,0
3009,0,0,0,2,0,0,0,0,0,0,0,0,1,1,25.0,25.0,1,0
3010,1,0,1,2,2,2,1,1,1,1,1,0,1,1,80.45,3057.1,0,0
3011,0,1,1,1,0,0,0,0,0,0,0,2,0,1,19.75,177.75,1,0
3012,0,1,1,2,1,2,2,1,2,1,1,2,1,3,65.65,3545.1000000000004,0,0
3013,0,0,0,2,1,1,1,1,1,2,2,1,1,3,71.0,2059.0,0,0
3014,1,1,0,2,2,1,1,2,1,2,1,0,1,0,89.2,3924.8,0,0
3015,0,1,1,1,1,2,2,2,2,2,2,2,1,0,86.75,5118.25,0,0
3016,0,0,0,1,1,1,1,1,1,1,2,0,1,0,55.3,165.89999999999998,1,1
3017,0,1,1,1,1,2,2,1,2,1,1,1,1,1,61.5,1107.0,0,0
3018,1,0,0,2,0,0,0,0,0,0,0,2,0,3,25.1,1681.7,0,0
3019,0,1,1,1,1,1,2,1,2,1,1,0,0,0,55.15,1213.3,0,1
3020,0,0,1,0,1,2,1,1,2,1,1,1,0,3,34.05,1123.6499999999999,0,0
3021,0,0,0,1,0,0,0,0,0,0,0,0,0,1,19.95,99.75,1,0
3022,0,0,0,1,0,0,0,0,0,0,0,0,0,1,19.95,39.9,1,0
3023,0,1,1,2,1,2,2,2,2,2,2,2,0,3,89.7,6458.400000000001,0,0
3024,0,0,1,1,0,0,0,0,0,0,0,0,0,1,20.4,183.6,1,0
3025,0,1,1,2,0,0,0,0,0,0,0,2,0,1,26.3,1762.1000000000001,0,0
3026,0,1,0,2,2,1,1,1,1,2,1,0,1,0,84.95,1359.2,0,1
3027,0,0,0,1,0,0,0,0,0,0,0,0,1,1,20.7,165.6,1,0
3028,0,0,0,0,1,2,2,2,2,1,1,0,1,1,43.25,216.25,1,1
3029,0,1,1,2,1,1,1,1,1,1,1,1,1,3,48.35,1112.05,0,1
3030,0,0,0,1,2,1,1,1,1,2,1,0,1,0,79.55,79.55,1,1
3031,1,1,0,1,2,1,1,1,1,1,1,0,1,0,71.05,3552.5,0,1
3032,0,0,0,1,0,0,0,0,0,0,0,2,0,3,19.45,330.65,0,0
3033,0,1,0,2,2,2,2,2,1,2,2,2,1,2,110.8,7534.4,0,0
3034,0,0,0,2,2,1,1,1,1,2,1,0,0,0,84.5,84.5,1,1
3035,1,1,0,1,2,1,1,1,1,1,1,0,1,0,69.3,1732.5,0,0
3036,0,0,0,0,1,2,1,2,2,2,1,1,1,2,49.35,3306.4500000000003,0,0
3037,0,0,0,1,0,0,0,0,0,0,0,1,0,3,20.35,651.2,0,0
3038,1,1,0,2,2,2,2,1,1,2,2,1,1,0,105.6,7075.2,0,0
3039,1,1,0,0,1,2,2,2,2,2,2,2,1,3,64.45,4640.400000000001,0,0
3040,0,1,0,2,2,1,2,2,2,2,2,2,1,3,108.6,7710.599999999999,0,1
3041,0,0,1,1,1,1,2,1,1,1,1,0,1,0,49.9,49.9,1,0
3042,0,0,0,0,1,1,2,1,1,1,1,0,0,2,30.3,1393.8,0,1
3043,1,0,0,0,1,1,1,2,1,1,1,0,1,0,30.4,60.8,1,1
3044,0,0,0,1,1,1,1,1,1,1,1,0,1,1,45.4,45.4,1,1
3045,0,1,0,1,1,1,2,2,1,1,2,1,1,0,65.65,3151.2000000000003,0,0
3046,0,1,0,2,2,1,1,2,2,2,2,1,1,2,103.3,6301.3,0,0
3047,0,1,0,1,2,1,2,1,1,1,2,0,0,2,84.15,2692.8,0,1
3048,0,0,0,1,1,1,1,1,1,1,1,0,0,0,44.45,88.9,1,0
3049,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19.75,59.25,1,1
3050,0,0,0,1,2,1,1,1,2,1,2,0,1,3,85.4,427.0,1,1
3051,0,1,1,2,1,2,2,2,2,2,2,2,0,2,89.9,6382.900000000001,0,0
3052,0,1,0,2,1,2,1,1,1,1,1,0,1,1,55.05,2036.85,0,0
3053,0,1,1,2,2,1,1,2,2,2,2,2,1,2,104.1,6766.5,0,0
3054,0,0,1,2,2,1,2,1,2,2,2,1,1,2,106.6,7142.2,0,0
3055,0,0,1,2,2,1,1,1,1,1,1,0,0,3,75.2,3684.8,0,1
3056,0,1,1,2,1,2,1,1,2,2,1,2,1,3,70.5,3525.0,0,0
3057,0,1,1,1,0,0,0,0,0,0,0,1,0,0,19.6,490.00000000000006,0,0
3058,0,0,1,2,1,1,1,2,1,1,1,1,1,1,55.85,949.45,0,1
3059,0,1,1,2,0,0,0,0,0,0,0,2,1,1,24.05,1539.2,0,0
3060,0,1,0,0,1,1,1,2,1,2,1,1,1,3,38.1,952.5,0,0
3061,1,0,0,2,2,1,2,2,1,2,2,0,1,0,106.4,2447.2000000000003,0,1
3062,1,1,0,0,1,1,1,2,2,1,1,0,0,1,34.25,822.0,0,0
3063,0,0,0,2,2,1,1,2,1,2,2,0,1,0,100.05,3701.85,0,0
3064,0,0,0,1,2,1,1,1,1,1,1,0,1,0,68.65,1441.65,0,0
3065,0,0,0,1,1,1,1,1,1,1,1,0,1,1,45.8,45.8,1,0
3066,0,0,0,2,2,1,1,1,1,1,1,0,1,1,75.75,757.5,1,0
3067,0,0,0,1,2,1,2,1,1,1,2,0,1,0,84.4,506.40000000000003,1,1
3068,0,1,0,2,2,2,2,1,1,1,2,1,1,3,96.4,4916.400000000001,0,0
3069,0,0,0,1,0,0,0,0,0,0,0,0,1,1,20.55,205.5,1,0
3070,0,0,0,0,1,2,2,1,2,1,2,0,0,3,50.95,305.70000000000005,1,0
3071,0,1,1,2,1,2,2,2,2,2,2,2,1,1,90.5,4253.5,0,0
3072,0,1,1,2,1,2,2,2,2,1,2,1,1,0,79.4,4843.400000000001,0,0
3073,0,0,0,0,1,2,2,2,1,2,2,2,1,2,58.75,3055.0,0,0
3074,0,1,1,2,1,2,2,1,1,1,1,0,1,3,59.45,2080.75,0,0
3075,0,1,0,2,2,1,2,2,1,2,2,1,1,2,105.7,7504.7,0,0
3076,0,0,0,1,1,2,2,1,1,1,1,0,0,0,56.25,337.5,1,1
3077,0,1,0,1,1,2,1,2,1,1,1,2,0,3,53.3,2398.5,0,0
3078,1,0,0,2,2,1,1,1,1,2,1,0,1,0,85.55,171.1,1,1
3079,0,0,0,1,1,1,2,1,1,2,2,0,1,2,68.65,274.6,1,1
3080,0,0,0,0,1,1,1,1,1,1,1,0,0,1,24.3,48.6,1,0
3081,0,0,0,1,2,1,1,1,1,2,1,0,0,0,77.85,311.4,1,1
3082,0,0,0,2,1,2,1,1,2,1,1,1,0,3,59.9,3054.9,0,0
3083,0,1,1,2,0,0,0,0,0,0,0,1,0,3,23.95,1437.0,0,0
3084,0,0,0,1,0,0,0,0,0,0,0,1,1,1,20.15,181.35,1,0
3085,0,0,0,2,2,1,2,2,1,2,2,0,1,2,105.35,316.04999999999995,1,1
3086,0,0,0,2,2,1,1,2,2,1,2,0,1,2,95.65,1626.0500000000002,0,0
3087,0,0,0,2,2,1,1,1,1,2,1,0,1,0,87.05,696.4,1,1
3088,0,1,1,1,1,2,1,2,2,2,2,2,0,1,81.0,3726.0,0,0
3089,0,0,0,1,1,2,2,2,2,2,2,2,1,3,82.45,5606.6,0,0
3090,0,0,0,1,1,1,1,1,1,2,1,0,1,1,53.5,53.5,1,1
3091,0,1,0,1,0,0,0,0,0,0,0,1,0,2,20.5,82.0,1,0
3092,0,0,0,0,1,1,1,1,1,1,1,0,1,1,25.1,25.1,1,1
3093,0,0,1,1,1,1,2,1,2,1,1,1,1,3,54.4,1523.2,0,0
3094,0,0,0,1,1,1,2,1,1,2,1,1,1,3,58.6,2285.4,0,0
3095,0,0,0,1,2,1,1,2,1,1,2,0,0,0,84.8,932.8,1,0
3096,0,1,0,0,1,1,2,2,2,2,2,2,1,3,61.4,4359.4,0,0
3097,0,0,1,1,0,0,0,0,0,0,0,0,0,1,20.4,40.8,1,0
3098,1,1,0,1,2,1,2,2,1,1,1,0,1,1,79.65,2389.5,0,1
3099,0,0,0,1,0,0,0,0,0,0,0,1,0,1,20.15,342.54999999999995,0,0
3100,0,1,0,2,2,1,2,2,1,2,1,0,1,3,94.45,5194.75,0,0
3101,0,0,0,2,2,2,1,1,1,1,1,0,1,2,79.8,4628.4,0,0
3102,0,0,0,1,1,2,1,1,2,1,1,0,0,0,54.2,271.0,1,1
3103,1,0,0,1,0,0,0,0,0,0,0,0,1,0,19.45,19.45,1,1
3104,1,0,0,2,2,1,1,1,1,1,1,0,1,0,74.05,666.4499999999999,1,0
3105,0,0,0,1,1,1,1,1,2,1,1,0,0,2,49.15,1277.8999999999999,0,0
3106,0,0,0,1,0,0,0,0,0,0,0,2,0,3,19.4,969.9999999999999,0,0
3107,0,1,0,2,2,2,2,2,2,2,2,2,1,2,113.65,8182.8,0,0
3108,0,0,1,1,2,2,2,1,2,2,2,1,1,3,106.0,4558.0,0,0
3109,0,0,0,2,0,0,0,0,0,0,0,2,1,2,25.95,1453.2,0,0
3110,0,0,0,1,0,0,0,0,0,0,0,0,0,1,19.1,19.1,1,0
3111,0,1,1,2,2,1,2,2,1,2,2,2,1,0,103.4,7444.8,0,1
3112,0,1,0,2,2,2,2,1,2,1,2,2,1,2,100.55,7239.599999999999,0,0
3113,0,1,0,2,2,1,1,1,1,2,2,0,1,0,95.4,3434.4,0,0
3114,0,0,0,1,1,1,1,2,2,2,2,0,0,2,75.15,375.75,1,0
3115,0,0,0,2,2,1,2,2,1,1,1,0,1,0,84.45,1097.8500000000001,0,1
3116,1,0,0,1,2,1,2,2,1,1,2,1,0,3,89.15,3922.6000000000004,0,0
3117,1,1,1,2,2,1,2,2,2,2,2,1,1,0,107.9,7553.0,0,0
3118,0,0,0,1,0,0,0,0,0,0,0,1,0,3,19.5,858.0,0,0
3119,1,1,0,2,2,1,1,1,1,2,1,0,1,3,85.95,2750.4,0,1
3120,0,1,0,2,0,0,0,0,0,0,0,2,1,3,24.95,1721.55,0,0
3121,1,0,0,1,1,1,1,1,2,2,1,0,0,0,59.4,950.4,0,1
3122,1,1,1,1,0,0,0,0,0,0,0,1,0,2,19.5,1326.0,0,0
3123,0,0,0,1,2,1,1,1,1,1,1,0,1,3,69.95,1119.2,0,0
3124,0,1,1,1,1,2,2,1,2,2,2,2,0,2,82.85,5633.799999999999,0,0
3125,0,0,0,1,0,0,0,0,0,0,0,0,0,1,19.0,76.0,1,0
3126,0,1,1,0,1,2,2,1,2,1,1,0,0,3,38.85,1010.1,0,0
3127,0,0,0,0,1,1,2,1,1,1,1,0,1,0,30.6,887.4000000000001,0,1
3128,0,0,1,1,0,0,0,0,0,0,0,0,0,3,20.35,101.75,1,0
3129,0,1,0,2,2,1,2,2,1,2,1,1,1,2,95.0,6650.0,0,0
3130,0,1,0,1,1,2,1,1,2,2,2,1,0,2,74.4,1785.6000000000001,0,0
3131,1,1,0,2,1,2,2,2,2,1,2,2,0,2,78.45,5648.400000000001,0,0
3132,0,0,0,1,2,1,1,1,2,1,1,0,1,1,74.3,74.3,1,0
3133,0,1,0,0,1,1,2,2,2,1,2,1,1,2,51.05,3573.5,0,0
3134,0,1,1,1,0,0,0,0,0,0,0,0,0,2,19.2,691.1999999999999,0,0
3135,1,0,0,2,2,1,1,1,2,2,2,0,1,0,99.55,3782.9,0,1
3136,0,0,0,1,2,1,1,1,1,1,1,0,1,0,70.0,1190.0,0,1
3137,0,1,1,2,2,1,2,2,2,2,2,1,1,2,109.1,4473.099999999999,0,0
3138,0,0,0,1,1,1,1,1,1,1,1,0,1,0,45.3,45.3,1,1
3139,0,0,0,0,1,1,1,1,2,1,1,0,0,2,29.85,59.7,1,1
3140,0,0,0,1,2,1,1,2,1,1,1,0,0,0,76.45,1070.3,0,0
3141,1,0,0,1,2,1,2,2,2,1,2,0,1,3,95.1,190.2,1,1
3142,0,0,0,1,0,0,0,0,0,0,0,0,0,1,19.8,19.8,1,1
3143,0,1,1,2,1,1,2,2,2,2,1,0,1,0,72.8,946.4,0,0
3144,0,0,0,1,0,0,0,0,0,0,0,0,0,1,18.95,113.69999999999999,1,0
3145,0,0,0,1,2,1,2,1,1,1,1,0,1,2,76.65,306.6,1,1
3146,0,1,1,1,2,1,2,1,2,2,2,0,1,1,99.15,495.75,1,1
3147,0,1,0,1,2,2,1,2,1,2,2,0,0,0,101.75,1526.25,0,0
3148,0,0,0,1,2,2,1,1,1,1,1,0,0,3,75.45,3546.15,0,0
3149,0,0,0,1,1,1,1,2,2,1,2,0,0,1,64.1,512.8,1,0
3150,0,0,0,0,1,1,1,1,1,1,1,0,1,1,25.65,436.04999999999995,0,0
3151,0,1,1,1,2,2,1,1,1,1,1,0,0,1,75.1,1126.5,0,0
3152,0,0,0,1,2,2,1,2,2,1,2,1,1,2,95.85,2492.1,0,0
3153,0,0,0,2,1,2,1,1,1,1,1,0,0,0,54.4,1251.2,0,0
3154,1,0,0,1,2,1,2,1,1,1,1,0,0,0,72.75,291.0,1,0
3155,0,0,1,1,0,0,0,0,0,0,0,1,0,1,19.85,575.6500000000001,0,0
3156,0,0,0,1,0,0,0,0,0,0,0,0,0,1,19.05,476.25,0,0
3157,0,0,0,1,1,1,1,1,1,1,1,0,0,1,44.95,404.55,1,1
3158,0,1,0,1,1,1,1,2,1,1,1,0,1,1,49.55,891.9,0,1
3159,1,0,0,2,2,1,1,1,1,2,2,0,1,0,94.85,284.54999999999995,1,0
3160,0,1,1,0,1,2,2,2,2,1,1,2,0,2,46.25,3191.25,0,0
3161,0,0,0,1,0,0,0,0,0,0,0,1,0,1,19.35,270.90000000000003,0,0
3162,0,0,0,2,1,1,1,1,1,2,2,0,0,1,69.6,1322.3999999999999,0,0
3163,1,0,0,2,2,1,2,1,1,1,2,0,0,0,90.7,3537.3,0,0
3164,0,0,0,1,2,1,2,2,1,2,2,0,1,0,101.4,3143.4,0,0
3165,0,1,1,1,0,0,0,0,0,0,0,1,0,1,20.25,486.0,0,0
3166,0,1,0,1,1,1,1,1,2,1,1,0,0,2,48.8,683.1999999999999,0,0
3167,0,1,0,1,1,2,2,2,2,1,2,2,1,1,74.35,4758.4,0,0
3168,0,0,0,1,0,0,0,0,0,0,0,1,1,1,19.35,967.5000000000001,0,0
3169,0,1,1,1,1,1,2,2,2,2,1,1,1,0,68.75,3575.0,0,0
3170,0,0,0,2,2,1,2,1,1,2,2,1,0,0,100.2,2805.6,0,0
3171,0,0,0,1,0,0,0,0,0,0,0,2,1,3,20.85,437.85,0,0
3172,0,0,1,1,2,1,2,1,1,2,2,0,1,0,95.9,2397.5,0,1
3173,0,1,0,1,0,0,0,0,0,0,0,1,0,1,19.35,328.95000000000005,0,0
3174,0,1,0,0,1,1,1,1,1,2,2,1,1,3,45.0,2610.0,0,0
3175,1,1,0,1,2,1,1,1,1,1,2,0,0,2,81.5,1385.5,0,1
3176,0,1,0,2,0,0,0,0,0,0,0,2,0,1,25.5,1300.5,0,0
3177,0,1,1,0,1,2,1,2,2,2,1,2,0,1,48.9,3520.7999999999997,0,0
3178,0,1,0,1,2,2,1,1,1,2,1,0,0,0,84.1,4373.2,0,1
3179,0,0,0,1,0,0,0,0,0,0,0,2,1,1,19.6,529.2,0,0
3180,0,0,0,1,0,0,0,0,0,0,0,0,0,1,20.0,60.0,1,0
3181,0,1,0,2,1,2,2,2,2,1,2,2,1,1,81.3,5203.2,0,0
3182,0,1,0,1,2,1,1,1,2,2,2,2,1,3,95.2,4284.0,0,0
3183,1,1,0,0,1,1,1,1,1,2,1,0,1,1,36.45,109.35000000000001,1,1
3184,0,1,0,2,1,1,2,2,2,2,2,2,1,3,83.3,5914.3,0,0
3185,1,0,0,0,1,1,1,1,1,1,1,0,0,1,25.05,25.05,1,1
3186,0,1,1,1,0,0,0,0,0,0,0,2,0,3,20.3,1177.4,0,0
3187,0,1,1,1,2,1,2,2,1,2,1,0,1,0,89.85,3054.8999999999996,0,0
3188,0,0,0,1,1,2,1,1,1,1,1,0,1,0,49.85,398.8,1,1
3189,0,1,1,1,0,0,0,0,0,0,0,0,0,1,19.8,297.0,0,0
3190,0,1,1,0,1,1,1,2,2,2,2,2,0,2,54.65,3606.9,0,0
3191,1,0,0,0,1,1,2,1,1,1,1,0,1,3,29.35,352.20000000000005,1,0
3192,0,0,0,1,0,0,0,0,0,0,0,2,1,2,19.15,1110.6999999999998,0,0
3193,0,1,1,1,0,0,0,0,0,0,0,2,0,1,19.1,57.300000000000004,1,0
3194,1,1,0,0,1,1,2,2,1,2,2,0,0,3,55.55,2388.65,0,1
3195,0,0,0,1,2,1,2,2,1,1,1,0,0,0,80.55,724.9499999999999,1,0
3196,0,0,0,1,0,0,0,0,0,0,0,1,0,1,20.25,60.75,1,0
3197,0,1,1,1,1,1,2,1,1,2,2,1,1,2,69.5,1529.0,0,1
3198,0,1,0,2,2,1,2,2,1,2,2,1,1,2,106.0,4240.0,0,0
3199,0,0,0,2,0,0,0,0,0,0,0,2,0,2,25.5,1734.0,0,0
3200,0,1,0,2,2,1,2,2,1,2,2,0,1,0,104.3,5632.2,0,1
3201,0,0,0,2,1,1,2,1,2,2,2,2,1,1,79.6,3979.9999999999995,0,0
3202,0,0,0,1,1,1,1,1,1,1,2,0,1,0,55.25,55.25,1,0
3203,0,1,0,2,1,2,2,2,2,2,2,2,0,2,88.05,6339.599999999999,0,0
3204,0,0,1,1,0,0,0,0,0,0,0,1,1,2,20.4,816.0,0,0
3205,0,1,1,2,2,2,2,2,2,2,2,2,1,2,117.6,8467.199999999999,0,0
3206,0,0,0,1,0,0,0,0,0,0,0,0,0,1,20.0,120.0,1,0
3207,0,0,0,1,0,0,0,0,0,0,0,0,1,3,19.65,98.25,1,0
3208,0,1,0,2,1,1,2,2,1,1,2,1,1,3,70.55,3386.3999999999996,0,0
3209,0,0,0,2,2,1,1,1,1,2,2,0,1,0,93.85,93.85,1,1
3210,0,1,1,1,1,2,1,1,2,2,1,1,0,1,65.8,4211.2,0,0
3211,0,0,0,1,0,0,0,0,0,0,0,1,0,3,20.05,340.85,0,0
3212,0,1,0,1,2,1,2,2,1,1,1,0,1,0,80.0,3200.0,0,0
3213,0,1,1,0,1,2,1,2,1,1,1,1,0,3,35.4,1451.3999999999999,0,0
3214,1,0,0,2,2,1,2,1,1,1,1,1,1,2,79.6,4059.6,0,0
3215,0,1,0,2,2,1,2,1,1,1,1,0,1,0,80.25,3290.25,0,0
3216,0,1,1,1,1,1,1,2,1,1,1,0,0,1,50.45,50.45,1,1
3217,0,0,0,1,0,0,0,0,0,0,0,0,1,1,20.45,40.9,1,0
3218,0,0,0,1,2,1,2,2,1,1,1,1,0,3,79.6,5412.799999999999,0,0
3219,0,1,1,2,0,0,0,0,0,0,0,2,0,1,24.7,592.8,0,0
3220,0,1,0,2,1,2,1,2,2,1,2,2,0,3,77.3,5411.0,0,0
3221,0,0,0,0,1,1,1,1,2,1,1,0,1,0,29.75,89.25,1,0
3222,0,0,0,1,1,1,1,1,1,1,1,0,0,2,44.9,89.8,1,0
3223,0,1,0,0,1,1,2,1,1,1,1,0,0,3,29.8,89.4,1,0
3224,0,0,0,2,1,1,1,1,2,2,2,0,1,0,74.65,522.5500000000001,1,1
3225,0,0,0,1,1,2,1,1,1,2,2,0,1,0,71.95,935.35,0,0
3226,0,0,0,1,0,0,0,0,0,0,0,0,0,1,20.75,145.25,1,0
3227,0,1,1,1,1,1,1,1,1,2,1,0,1,1,56.3,675.5999999999999,1,0
3228,0,1,1,2,2,1,2,2,1,2,2,1,1,0,105.25,5578.25,0,0
3229,0,0,0,2,2,1,1,1,1,2,2,0,1,0,94.2,1130.4,1,1
3230,0,1,1,1,0,0,0,0,0,0,0,2,0,1,19.55,1231.65,0,0
3231,0,0,0,1,1,2,2,2,2,2,2,0,0,1,84.45,1266.75,0,0
3232,0,1,1,1,1,2,2,1,1,1,1,1,0,1,53.65,1931.3999999999999,0,0
3233,1,1,0,0,1,1,1,2,1,1,1,0,1,0,29.9,119.6,1,0
3234,0,1,1,1,0,0,0,0,0,0,0,2,0,1,19.7,472.79999999999995,0,0
3235,0,0,0,0,1,2,2,2,2,1,1,1,0,3,43.7,2665.7000000000003,0,0
3236,0,0,0,2,1,1,2,1,1,1,1,0,0,0,55.3,884.8,0,0
3237,0,1,1,1,0,0,0,0,0,0,0,2,1,3,19.85,1290.25,0,0
3238,0,1,1,1,0,0,0,0,0,0,0,2,0,3,19.65,510.9,0,0
3239,0,0,0,1,1,1,1,1,2,1,1,0,1,1,49.45,791.2,0,0
3240,0,1,0,2,2,2,2,1,1,2,2,1,0,2,106.55,5753.7,0,1
3241,0,0,0,1,0,0,0,0,0,0,0,0,0,1,20.1,20.1,1,1
3242,0,0,1,1,0,0,0,0,0,0,0,2,0,1,20.45,102.25,1,0
3243,0,0,0,0,1,1,2,1,1,1,2,0,1,0,39.7,754.3000000000001,0,0
3244,0,0,0,2,1,2,1,1,1,1,1,0,1,3,54.5,545.0,1,0
3245,0,1,1,1,2,1,2,2,2,1,1,0,0,0,83.8,1927.3999999999999,0,1
3246,0,0,0,1,1,1,1,1,1,2,1,0,0,1,55.15,165.45,1,1
3247,0,0,0,2,2,1,2,2,2,2,2,2,1,2,111.6,8035.2,0,0
3248,1,1,0,2,2,1,1,1,1,1,2,0,1,0,86.65,866.5,1,1
3249,0,1,1,1,1,1,2,2,1,1,1,0,1,1,55.55,555.5,1,0
3250,0,1,0,1,0,0,0,0,0,0,0,1,1,1,20.55,226.05,1,0
3251,1,0,0,2,2,2,2,1,1,2,2,0,1,2,106.75,3949.75,0,1
3252,0,1,1,2,1,2,1,1,2,1,1,1,1,1,62.1,1055.7,0,0
3253,0,1,1,2,2,2,1,2,1,2,2,0,1,3,104.5,3762.0,0,0
3254,1,0,0,1,2,1,2,2,1,2,2,0,1,0,101.8,1730.6,0,0
3255,1,1,1,2,2,2,2,1,2,2,2,1,1,3,110.6,7299.599999999999,0,0
3256,0,1,1,1,1,2,2,2,2,2,2,1,0,2,84.9,5178.900000000001,0,0
3257,0,0,0,1,2,1,2,1,1,2,2,0,1,1,93.2,2050.4,0,0
3258,0,0,0,0,1,1,1,1,1,1,1,0,1,0,24.4,24.4,1,0
3259,0,0,0,1,2,1,1,1,1,1,1,0,0,3,70.55,423.29999999999995,1,0
3260,0,0,0,1,2,1,2,1,2,1,1,0,1,0,78.45,2431.9500000000003,0,1
3261,0,1,1,1,1,2,2,2,2,2,2,2,1,3,85.0,5780.0,0,0
3262,0,1,1,2,2,1,1,2,1,2,1,0,0,0,87.45,2973.3,0,1
3263,0,1,1,1,2,1,2,2,2,1,1,0,0,2,85.8,4461.599999999999,0,0
3264,0,0,1,1,2,1,1,2,2,2,1,0,1,0,91.1,911.0,1,0
3265,0,1,1,1,2,1,1,1,1,1,1,0,1,0,70.75,2051.75,0,1
3266,0,1,1,1,0,0,0,0,0,0,0,2,0,2,20.1,1447.2,0,0
3267,0,1,1,1,0,0,0,0,0,0,0,1,0,1,20.05,942.35,0,0
3268,0,1,1,2,1,2,1,1,1,2,2,1,0,1,74.8,1795.1999999999998,0,0
3269,0,0,0,2,0,0,0,0,0,0,0,1,0,3,24.8,1612.0,0,0
3270,0,0,0,2,2,1,1,1,2,2,2,0,1,1,100.85,403.4,1,0
3271,1,1,0,2,2,1,2,1,1,2,2,0,1,0,101.35,1216.1999999999998,1,1
3272,0,0,0,2,2,2,1,1,1,1,1,0,1,0,81.7,81.7,1,1
3273,0,0,0,1,2,1,1,1,1,1,1,0,0,0,68.25,2252.25,0,1
3274,0,0,0,1,2,1,2,2,2,2,2,0,1,0,105.1,3573.3999999999996,0,0
3275,0,1,0,1,0,0,0,0,0,0,0,2,0,1,20.4,285.59999999999997,0,0
3276,0,0,0,1,2,1,1,1,1,1,2,0,1,0,79.15,316.6,1,1
3277,0,1,1,1,0,0,0,0,0,0,0,1,0,1,20.0,260.0,0,0
3278,0,1,1,2,1,1,2,1,2,2,2,2,1,2,79.4,5161.0,0,0
3279,0,1,1,1,1,2,1,1,2,1,1,1,0,3,57.2,1315.6000000000001,0,0
3280,0,1,0,1,1,2,2,2,1,1,1,2,0,0,58.6,3223.0,0,0
3281,0,1,0,1,2,1,2,1,1,2,2,2,1,0,94.8,4645.2,0,0
3282,0,1,0,2,2,1,2,2,1,2,2,1,0,2,102.5,6150.0,0,0
3283,0,1,1,1,0,0,0,0,0,0,0,1,1,3,20.35,1404.15,0,0
3284,0,0,0,2,2,1,1,1,1,2,1,0,1,0,84.9,3396.0,0,0
3285,0,1,0,1,1,2,2,1,2,1,2,2,1,3,69.2,4636.400000000001,0,0
3286,1,0,0,2,2,1,1,1,1,2,2,0,1,0,95.45,3340.75,0,1
3287,0,1,1,2,2,1,1,1,2,2,2,1,1,0,100.95,1918.05,0,1
3288,0,1,1,1,0,0,0,0,0,0,0,2,0,1,20.85,271.05,0,0
3289,0,0,1,2,2,1,2,1,1,2,1,0,1,2,88.5,3628.5,0,0
3290,0,0,0,0,1,2,1,2,1,1,1,0,0,1,35.0,140.0,1,0
3291,0,1,1,1,1,2,1,1,2,1,1,0,0,0,55.15,1323.6,0,0
3292,0,0,0,0,1,1,2,1,1,2,2,0,1,3,50.95,254.75,1,0
3293,0,0,0,2,1,1,2,1,1,1,2,0,1,0,64.0,320.0,1,0
3294,0,1,1,1,2,1,1,1,1,1,1,0,1,1,69.1,69.1,1,1
3295,0,1,1,2,1,2,2,2,2,2,1,2,0,2,80.2,5774.400000000001,0,0
3296,0,0,0,1,1,1,1,2,1,1,1,0,1,3,49.3,1183.1999999999998,0,0
3297,0,1,0,2,1,2,1,2,2,2,2,2,0,3,84.35,3542.7,0,0
3298,0,0,0,1,0,0,0,0,0,0,0,0,0,1,20.05,80.2,1,0
3299,0,0,0,2,2,2,2,2,2,2,2,1,1,3,117.2,7969.6,0,0
3300,0,1,1,1,0,0,0,0,0,0,0,1,0,1,20.1,663.3000000000001,0,0
3301,1,0,0,1,2,1,1,1,1,1,1,0,1,0,69.6,69.6,1,1
3302,0,0,0,2,2,1,2,2,1,2,2,1,1,0,103.45,3206.9500000000003,0,1
3303,0,0,0,2,2,1,2,1,1,1,1,0,0,2,77.95,311.8,1,1
3304,1,1,0,2,2,1,2,2,2,2,2,2,1,0,109.95,7586.55,0,0
3305,1,0,0,2,2,1,1,1,1,2,2,0,0,0,94.75,3600.5,0,0
3306,0,1,1,1,2,1,2,1,2,1,1,0,1,0,80.0,240.0,1,0
3307,0,1,1,2,1,1,2,1,2,2,2,2,0,0,79.65,3823.2000000000003,0,0
3308,0,1,0,2,0,0,0,0,0,0,0,2,0,1,25.2,378.0,0,0
3309,0,0,0,1,0,0,0,0,0,0,0,1,0,3,19.9,497.49999999999994,0,0
3310,1,0,0,1,2,1,1,1,1,2,1,0,0,0,78.45,78.45,1,1
3311,0,0,0,0,1,2,2,1,1,2,1,0,1,0,44.8,2150.3999999999996,0,0
3312,0,0,0,1,0,0,0,0,0,0,0,0,0,1,20.3,20.3,1,0
3313,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19.2,19.2,1,0
3314,0,0,0,1,2,1,2,2,1,1,1,1,0,0,80.05,2961.85,0,0
3315,1,1,0,2,2,1,2,2,2,2,2,1,1,2,107.35,7085.099999999999,0,0
